Welcome0Continue.keys,Welcome0Continue.rt,ContinueButton.keys,ContinueButton.rt,ExposureIntroKey.keys,ExposureIntroKey.rt,ExposureLoop.thisRepN,ExposureLoop.thisTrialN,ExposureLoop.thisN,ExposureLoop.thisIndex,ExposureLoop.ran,Position,Sound,SyllableFile,participant,date,expName,psychopyVersion,OS,frameRate,PauseCheckKey.keys,PauseCheckKey.rt,PauseOnOff.thisRepN,PauseOnOff.thisTrialN,PauseOnOff.thisN,PauseOnOff.thisIndex,PauseOnOff.ran,BreakRespSubmit.keys,BreakRespSubmit.rt,BreakResponse.text,BreakOnOff.thisRepN,BreakOnOff.thisTrialN,BreakOnOff.thisN,BreakOnOff.thisIndex,BreakOnOff.ran,ContinueKey3.keys,ContinueKey3.rt,TrainingContinueKey.keys,TrainingContinueKey.rt,TSContinueKey.keys,TSContinueKey.rt,TrainEndSample.keys,TrainEndSample.rt,TargetOnset,RespOnset,Respcount,TrainResp.keys,TrainTD.thisRepN,TrainTD.thisTrialN,TrainTD.thisN,TrainTD.thisIndex,TrainTD.ran,File,ReactionTime,TrainResp.rt,mean.rt,EndFeedback.keys,EndFeedback.rt,TrainTDLoop.thisRepN,TrainTDLoop.thisTrialN,TrainTDLoop.thisN,TrainTDLoop.thisIndex,TrainTDLoop.ran,Target,TargetFile,Condition,key_resp.keys,key_resp.rt,PlayTargetKey.keys,PlayTargetKey.rt,TargetOnsetP,PlayResp.keys,FirstTD.thisRepN,FirstTD.thisTrialN,FirstTD.thisN,FirstTD.thisIndex,FirstTD.ran,TDSound,TDSoundFile,ReactionTimeP,TargetSyllable,TargetPosition,TargetOccurence,PlayResp.rt,RespCountP,FalseAlarmRate,HitRate,FirstTDLoop.thisRepN,FirstTDLoop.thisTrialN,FirstTDLoop.thisN,FirstTDLoop.thisIndex,FirstTDLoop.ran,SecondTD.thisRepN,SecondTD.thisTrialN,SecondTD.thisN,SecondTD.thisIndex,SecondTD.ran,SecondTDLoop.thisRepN,SecondTDLoop.thisTrialN,SecondTDLoop.thisN,SecondTDLoop.thisIndex,SecondTDLoop.ran,ThirdTD.thisRepN,ThirdTD.thisTrialN,ThirdTD.thisN,ThirdTD.thisIndex,ThirdTD.ran,thirdTDLoop.thisRepN,thirdTDLoop.thisTrialN,thirdTDLoop.thisN,thirdTDLoop.thisIndex,thirdTDLoop.ran,TD.thisRepN,TD.thisTrialN,TD.thisN,TD.thisIndex,TD.ran,P2WelcomeContKey.keys,P2WelcomeContKey.rt,FamRateIntroKey.keys,FamRateIntroKey.rt,FamRatingResp.keys,FamRatingResp.rt,FamRatingLoop.thisRepN,FamRatingLoop.thisTrialN,FamRatingLoop.thisN,FamRatingLoop.thisIndex,FamRatingLoop.ran,Word11,Word12,Word13,MemoryType,Word21,Word22,Word23,MemoryType2,AFCCorrect,ContinueKey7.keys,ContinueKey7.rt,AFCResp.keys,AFCResp.corr,AFCResp.rt,AFCTest.thisRepN,AFCTest.thisTrialN,AFCTest.thisN,AFCTest.thisIndex,AFCTest.ran,EndKey2.keys,EndKey2.rt,CheckRespKey.keys,CheckRespKey.corr,CheckRespKey.rt,HearingcheckLoop.thisRepN,HearingcheckLoop.thisTrialN,HearingcheckLoop.thisN,HearingcheckLoop.thisIndex,HearingcheckLoop.ran,SoundFile,Word1,Word2,Word3,Correct
,,,,,,0,10,10,10,1,2,pu,SL_Sounds/pu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,11,11,11,1,3,ni,SL_Sounds/ni.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,12,12,12,1,1,fe,SL_Sounds/fe.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,13,13,13,1,2,ti,SL_Sounds/ti.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,14,14,14,1,3,su,SL_Sounds/su.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,15,15,15,1,1,ru,SL_Sounds/ru.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,16,16,16,1,2,pu,SL_Sounds/pu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,17,17,17,1,3,ni,SL_Sounds/ni.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,18,18,18,1,1,re,SL_Sounds/re.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,19,19,19,1,2,ge,SL_Sounds/ge.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,20,20,20,1,3,me,SL_Sounds/me.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,21,21,21,1,1,ta,SL_Sounds/ta.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,22,22,22,1,2,fu,SL_Sounds/fu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,23,23,23,1,3,ko,SL_Sounds/ko.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,24,24,24,1,1,ru,SL_Sounds/ru.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,25,25,25,1,2,pu,SL_Sounds/pu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,26,26,26,1,3,ni,SL_Sounds/ni.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,27,27,27,1,1,re,SL_Sounds/re.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,28,28,28,1,2,ge,SL_Sounds/ge.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,29,29,29,1,3,me,SL_Sounds/me.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,30,30,30,1,1,fe,SL_Sounds/fe.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,31,31,31,1,2,ti,SL_Sounds/ti.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,32,32,32,1,3,su,SL_Sounds/su.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,33,33,33,1,1,re,SL_Sounds/re.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,34,34,34,1,2,ge,SL_Sounds/ge.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,35,35,35,1,3,me,SL_Sounds/me.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,36,36,36,1,1,ru,SL_Sounds/ru.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,37,37,37,1,2,pu,SL_Sounds/pu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,38,38,38,1,3,ni,SL_Sounds/ni.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,39,39,39,1,1,ta,SL_Sounds/ta.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,40,40,40,1,2,fu,SL_Sounds/fu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,41,41,41,1,3,ko,SL_Sounds/ko.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,42,42,42,1,1,re,SL_Sounds/re.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,43,43,43,1,2,ge,SL_Sounds/ge.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,44,44,44,1,3,me,SL_Sounds/me.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,45,45,45,1,1,ta,SL_Sounds/ta.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,46,46,46,1,2,fu,SL_Sounds/fu.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,47,47,47,1,3,ko,SL_Sounds/ko.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,48,48,48,1,1,re,SL_Sounds/re.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,49,49,49,1,2,ge,SL_Sounds/ge.wav,10,2021-12-09_11h39.10.379,Session2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
