VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,Age,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,GS_File,GS_Type,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,1,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,1,1,3.892495,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,space,4.210875,2,1,1.28959,0,0,0,0,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.53906,0,1,1,1,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.58732,0,2,2,2,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/PAI_LU_WA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.72378,0,3,3,3,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.97235,0,4,4,4,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,1.001475,0,5,5,5,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GU_CHAI_PI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,1.53969,0,6,6,6,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.850505,0,7,7,7,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,1.086955,0,8,8,8,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/BA_KAY_LI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.5775,0,9,9,9,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,1.39316,0,10,10,10,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,2.8471,0,11,11,11,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,2.77391,0,12,12,12,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.75252,0,13,13,13,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.7811,0,14,14,14,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_NA_WAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,0.686895,0,15,15,15,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.999525,0,16,16,16,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,0.521285,0,17,17,17,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.96998,0,18,18,18,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.491335,0,19,19,19,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_WAI_NA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.473875,0,20,20,20,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,1.16213,0,21,21,21,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/HI_NAY_VA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,1.278615,0,22,22,22,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.669505,0,23,23,23,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,1.25319,0,24,24,24,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.95813,0,25,25,25,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,2.00767,0,26,26,26,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,0.600305,0,27,27,27,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.68896,0,28,28,28,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.913085,0,29,29,29,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,1.03713,0,30,30,30,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NU_CHAY_SO.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.599905,0,31,31,31,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.988325,0,32,32,32,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NA_WAI_VU.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,3.056485,0,33,33,33,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,0,2.41485,0,34,34,34,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.98572,0,35,35,35,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/LI_BA_KAY.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,1.392485,0,36,36,36,1,2,NEW,SIMILAR,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.97505,0,37,37,37,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.610415,0,38,38,38,1,1,OLD,OLD,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,5f4b8f646cc10e7481333ee4,61,2021-03-24_23h52.23.699,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.55407,0,39,39,39,1,2,NEW,NEW,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
