VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,Age,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,GS_File,GS_Type,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,1,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,1,1,0.638,0,4,4,4,1,Training/FO_YI_LAY.wav,OLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/CHU_LA_PAY.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,space,9.167,2,1,0.857,0,0,0,0,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.538,0,1,1,1,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAI_ZO_FU.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.508,0,2,2,2,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.504,0,3,3,3,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.521,0,4,4,4,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DA_CHU_VAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.507,0,5,5,5,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.351,0,6,6,6,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/BA_KAY_LI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.221,0,7,7,7,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VAI_HO_LA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.391,0,8,8,8,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.594,0,9,9,9,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.32,0,10,10,10,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NO_WA_BAY.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.371,0,11,11,11,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.244,0,12,12,12,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_VU_NA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.292,0,13,13,13,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_LI_BA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.17,0,14,14,14,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.621,0,15,15,15,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.321,0,16,16,16,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,1.106,0,17,17,17,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.857,0,18,18,18,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/WAI_NA_VU.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.589,0,19,19,19,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,1.072,0,20,20,20,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAY_BA_LI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.238,0,21,21,21,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.277,0,22,22,22,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,1.828,0,23,23,23,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,1.073,0,24,24,24,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.989,0,25,25,25,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_NA_WAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.405,0,26,26,26,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAI_FU_ZO.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,1.079,0,27,27,27,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.605,0,28,28,28,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/LI_BA_KAY.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.22,0,29,29,29,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.256,0,30,30,30,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.588,0,31,31,31,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/VU_WAI_NA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.64,0,32,32,32,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,0,0.91,0,33,33,33,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/ZO_FU_RAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.487,0,34,34,34,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/BA_LI_KAY.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.337,0,35,35,35,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.354,0,36,36,36,1,2,NEW,NEW,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.857,0,37,37,37,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.326,0,38,38,38,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,1,1,0.412,0,39,39,39,1,1,OLD,OLD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,5d096a5687e03b000176305c,58,2021-03-25_05h30.54.495,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,2,1,0.756,0,40,40,40,1,2,NEW,SIMILAR,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
