VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,File,Correct,participant,Age,date,expName,psychopyVersion,OS,frameRate,Welcome0ContKey.keys,Welcome0ContKey.rt,key_resp.keys,key_resp.rt,WelcomeSound2ContKey.keys,WelcomeSound2ContKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,PracticeSoundKey.keys,PracticeSoundKey.corr,PracticeSoundKey.rt,SoundPracticeLoop.thisRepN,SoundPracticeLoop.thisTrialN,SoundPracticeLoop.thisN,SoundPracticeLoop.thisIndex,SoundPracticeLoop.ran,SoundMST_File,SoundCorrect,Correct2,SoundType,Trial,MSTSoundStrtKey.keys,MSTSoundStrtKey.rt,MSTSoundKey.keys,MSTSoundKey.corr,MSTSoundKey.rt,MSTSoundLoop.thisRepN,MSTSoundLoop.thisTrialN,MSTSoundLoop.thisN,MSTSoundLoop.thisIndex,MSTSoundLoop.ran,AttnCheck2Keys.keys,AttnCheck2Keys.rt,AttnCheck2Resp.text,SoundTask.thisRepN,SoundTask.thisTrialN,SoundTask.thisN,SoundTask.thisIndex,SoundTask.ran,Counterbalance.thisRepN,Counterbalance.thisTrialN,Counterbalance.thisN,Counterbalance.thisIndex,Counterbalance.ran,WordOrder,SoundOrder,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Type,StartTast.keys,StartTast.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordCorrect,Correct_type,WordType,Condition,Attn1ContKey.keys,Attn1ContKey.rt,AttnCheckResp.text,SyllblCheckContKey.keys,SyllblCheckContKey.rt,SyllblCheckResp.keys,SyllblCheckResp.corr,SyllblCheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Target,Word1,Word2,Word3,WordTask.thisRepN,WordTask.thisTrialN,WordTask.thisN,WordTask.thisIndex,WordTask.ran,key_resp_4.keys,key_resp_4.rt,GuessSoundIntro2Cont.keys,GuessSoundIntro2Cont.rt,GSSubmit.keys,GSSubmit.rt,GSResponse.text,GuessSoundLoop.thisRepN,GuessSoundLoop.thisTrialN,GuessSoundLoop.thisN,GuessSoundLoop.thisIndex,GuessSoundLoop.ran,GS_File,GS_Type,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,2,1,1.668,0,4,4,4,1,Practice/Gargle_B.wav,2,2,SIMILAR,Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/CarStart_E.wav,2,3,NEW,C,space,9.023,2,1,3.391,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bird_C.wav,2,3,NEW,C,,,2,1,0.902,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,2,3,NEW,C,,,2,1,0.6,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Horse.wav,2,3,NEW,C,,,2,1,0.736,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,2,3,NEW,C,,,2,1,0.703,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,C,,,2,1,1.002,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,2,3,NEW,C,,,2,1,0.622,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,2,3,NEW,C,,,2,1,0.625,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Slurp.wav,2,3,NEW,C,,,2,1,0.868,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/CarStart_D.wav,2,2,SIMILAR,C,,,2,1,0.569,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Printer.wav,2,3,NEW,C,,,2,1,0.552,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,2,3,NEW,C,,,2,1,0.635,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,2,3,NEW,C,,,2,1,0.511,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Howl.wav,2,3,NEW,C,,,2,1,0.453,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Goat_B.wav,2,3,NEW,C,,,2,1,0.505,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Horse.wav,1,1,OLD,C,,,1,1,0.669,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Laugh_A.wav,2,3,NEW,C,,,2,1,0.887,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bubbles_B.wav,2,2,SIMILAR,C,,,1,0,0.719,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Footsteps_C.wav,2,3,NEW,C,,,2,1,0.561,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Duck_A.wav,2,3,NEW,C,,,2,1,0.392,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Cow.wav,2,3,NEW,C,,,2,1,0.537,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Airhorn.wav,2,3,NEW,C,,,2,1,0.546,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Printer.wav,1,1,OLD,C,,,2,0,0.424,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,1,1,OLD,C,,,2,0,0.453,0,23,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Camera.wav,2,3,NEW,C,,,2,1,0.691,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Growl_H.wav,2,2,SIMILAR,C,,,1,0,0.642,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Whistle_B.wav,2,3,NEW,C,,,2,1,0.469,0,26,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Piano_D.wav,2,3,NEW,C,,,2,1,0.518,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Coin_D.wav,2,3,NEW,C,,,2,1,0.672,0,28,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bird_A.wav,2,2,SIMILAR,C,,,2,1,0.503,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/PaperRip.wav,2,3,NEW,C,,,2,1,1.301,0,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Slurp.wav,1,1,OLD,C,,,1,1,0.771,0,31,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Howl.wav,1,1,OLD,C,,,1,1,1.502,0,32,32,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,1,1,OLD,C,,,1,1,3.159,0,33,33,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Pour_B.wav,2,3,NEW,C,,,2,1,0.886,0,34,34,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,1,1,OLD,C,,,1,1,0.619,0,35,35,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Footsteps_F.wav,2,2,SIMILAR,C,,,1,0,0.684,0,36,36,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,1,1,OLD,C,,,1,1,2.37,0,37,37,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bullfrog.wav,2,3,NEW,C,,,2,1,0.552,0,38,38,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ed4f048f7b6fe02e0d9ffe3,20,2021-03-24_22h54.59.559,CombinedMST_OA,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,1,1,OLD,C,,,1,1,1.203,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
